date,open,high,low,close,volume,amount,outstanding_share,turnover,ret_1,ret_2,ret_3,ret_5,ret_10,ma5,ma10,ma20,ma30,ma60,mom_5,mom_10,mom_20,trend_stability,vol_ma_5,vol_ratio_5,amount_ratio_5,vol_ma_10,vol_ratio_10,amount_ratio_10,vol_ma_20,vol_ratio_20,amount_ratio_20,volume_spike,money_flow,money_flow_ma,price_vol_corr,turnover_acceleration,vwap,vwap_20,vwap_60,vwap_120,cost_bias,bias_vwap_20,bias_vwap_60,bias_vwap_120,price_std_20,chip_concentration,profit_ratio,std_5,cv_5,std_10,cv_10,std_20,cv_20,atr,volatility_breakout,ma_diff_5,ma_diff_10,ma_diff_20,ma_diff_30,ma_diff_60,bias_20,bias_extreme,rsi,body,upper_shadow,lower_shadow,range,close_pos,vol_x_ret,mom_x_vol,range_x_vol,body_x_mom,target,latent_20,latent_23,latent_21,latent_24,latent_26,latent_30,latent_22,latent_27,latent_32,latent_3,latent_25,latent_28,latent_5,latent_7,latent_14,latent_4,latent_8,latent_9,latent_16,latent_13,latent_17,latent_15,latent_6,latent_10,latent_11,latent_1,latent_12,latent_2,latent_29,latent_18,latent_19,latent_31,alpha_score,signal,yearmonth,group
2024-05-17,57.4,61.0,57.2,60.39,28825848.0,2407770995.0,626402226.0,0.04601811233027132,0.027565084226646164,0.05245730219588696,0.060590094836670216,0.013935527199462783,-0.017249796582587518,58.55800000000001,59.176,56.623000000000005,54.01266666666667,51.125166666666665,0.013935527029224959,-0.017249796742514367,0.24541142477925093,0.6953303366903614,29726378.0,0.96970603011238,0.9785662244832688,29403144.3,0.9803661712465217,0.9796095472393499,34379169.75,0.8384684158930276,0.8861703442249593,0.8507117489962012,86189285.52000006,-21357276.188999973,-0.5418217059658404,0.18093826297838578,55.151936490013284,79.03192892841747,70.96435632574108,58.69753691395385,0.09497515125212708,-0.23587845040834376,-0.1490094023709959,0.028833630421787104,4.819024906828329,0.20751085899305877,0.75,1.4117613112709178,0.023377402070494182,1.2405034820141017,0.020541538032930722,4.819024906828329,0.07979839221775699,3.256714251973034,0.25741794313662664,0.03128522131369138,0.020515073506063963,0.06652773589062244,0.11807106954206947,0.1812186429029632,0.06652773607897844,0.06652773607897844,62.31851708045188,0.05209059232541979,0.010101010099337462,0.003311806589946641,0.06292432520898748,0.8394736820013851,0.013513364758114148,-0.00035433735584668337,0.06101809759590761,0.0007259098573192258,0.003477396920019915,-0.8308247327804565,-0.7834371328353882,-0.579131543636322,-0.16539384424686432,0.06740850955247879,-0.5118215084075928,-0.549640417098999,-0.3092572093009949,-1.9380751848220825,0.6556121110916138,-0.16579027473926544,-0.2943376302719116,-0.03328683227300644,-0.21767152845859528,-0.21857596933841705,0.2980802059173584,1.7869740724563599,1.813204050064087,0.03710608556866646,0.08991261571645737,-0.7858765721321106,0.30614715814590454,0.10517486184835434,1.924949288368225,1.9539660215377808,3.454712152481079,-1.881669044494629,0.36643970012664795,-1.0949535369873047,-0.7558488249778748,-0.8123670220375061,0.3153705894947052,,观望,2024-05,
2024-05-20,59.02,64.4,58.84,64.02,38840980.0,3415738040.0,626402226.0,0.06200645270376162,0.060109289617486183,0.08933129147524244,0.11571976298361797,0.07941325240263009,0.04933617439763971,59.5,59.477,57.286,54.467,51.412166666666664,0.079413252220635,0.04933617422564551,0.2612293141723345,0.7022780351512585,32035354.6,1.2124410822035971,1.2733571509395227,30692623.0,1.26548258843827,1.3261664299958196,34777420.05,1.1168447787144002,1.229257633438589,1.1483336387496552,194204899.99999973,2889205.7090000003,-0.14951467612649938,0.42294995507965827,55.23489496523525,79.89954048359606,71.50313077888227,59.03668497123084,0.15904990930631935,-0.19874382740481766,-0.10465458920985227,0.0844104819096394,4.881686938797006,0.2048472199239302,0.8,2.863712625247406,0.04473153115901423,1.9161422470973641,0.029930369365792887,4.881686938797006,0.07625252949132273,3.421234662546389,0.39251641229668754,0.07596638637378716,0.07638246699120965,0.11755053571246887,0.17539060326888012,0.24523053857318522,0.11755053590755149,0.11755053590755149,68.32790818789107,0.08471704505511389,0.00593564510997584,0.0028116213678832168,0.08684786003017064,0.9316546745833532,0.09628388968435223,0.001476649917668681,0.10529791340204663,0.006727656066348659,-0.014214308028741018,-0.6850206851959229,-0.6024585962295532,-0.06137514114379883,0.2091265618801117,0.3241134285926819,-0.14846381545066833,-0.04511629045009613,0.473977267742157,-1.8694278001785278,0.6639893054962158,0.17713916301727295,-0.36403998732566833,0.41185328364372253,-0.25827449560165405,-0.24786406755447388,0.41259443759918213,1.7102874517440796,1.7679437398910522,0.14700651168823242,0.10235105454921722,-0.6668545603752136,0.5510631799697876,0.12933316826820374,1.8810222148895264,1.8262689113616943,3.505241870880127,-1.7581701278686523,0.5756129026412964,-1.3600050210952759,-0.13391752541065216,-0.18992918729782104,0.32341402769088745,,观望,2024-05,
2024-05-21,63.93,64.9,63.23,63.83,22934811.0,2061806491.0,626402226.0,0.03661355283881127,-0.0029678225554513604,0.05696307335651585,0.08609834949804318,0.12100456621004563,0.07857384251436295,60.878,59.94200000000001,57.973,54.905,51.73,0.12100456601317089,0.07857384233210984,0.27430624849784246,0.6920825074313983,29042658.8,0.7896939174177809,0.8300428035598826,28440690.4,0.8064083774843944,0.8609588127812781,34552703.4,0.6637631427704727,0.7401629358343299,0.6905895662146508,-2293481.1000000327,16068828.01400001,0.22204898871146309,-0.39483256368559116,55.286602628716224,80.6192097244119,71.86040709540931,59.449147436038054,0.15452925238792448,-0.20825321634637717,-0.11175009187948681,0.07369075508905065,4.781480832061203,0.2091402293622742,0.85,2.9792734013516458,0.04667512769677103,2.350946854165645,0.03683137793823173,4.781480832061203,0.07490961665850082,3.2961464723645046,0.49167756429871995,0.0484904232976624,0.06486270043294118,0.1010297895397807,0.16255350129085633,0.2339068236547639,0.10102978972970167,0.10102978972970167,67.71914885213813,-0.0015642108553786847,0.015196616008899261,0.009399968665298476,0.02616324611841417,0.35928143497436166,0.09555656991585018,0.0028939828829929685,0.020660956319616036,-0.00018927665570818856,-0.015353282155726067,-0.7326583862304688,-0.6552537083625793,-1.1537185907363892,-0.6706688404083252,-0.4808761477470398,-0.9406812191009521,-1.1922674179077148,1.4921413660049438,-1.7760571241378784,1.6064101457595825,-0.7553941607475281,0.41796785593032837,1.205756425857544,0.4237405061721802,0.44760674238204956,1.2725239992141724,1.719923973083496,1.7152388095855713,0.28177717328071594,0.7907897233963013,-0.5286203622817993,0.7617722153663635,0.8304862380027771,1.797841191291809,1.8043763637542725,3.438434600830078,-1.770024061203003,-0.11292392015457153,-0.1625414788722992,-1.1585625410079956,-1.3042181730270386,0.28745076060295105,,观望,2024-05,
2024-05-22,63.37,63.93,61.89,62.98,21427244.0,1890105904.0,626402226.0,0.034206845235572325,-0.013316622277925738,-0.01624492346141826,0.04288789534691162,0.09759498082955731,0.060090893788924404,61.998000000000005,60.299,58.678,55.39933333333333,52.07483333333333,0.09759498063827188,0.06009089361048803,0.2884615381979414,0.6561134105143165,29263188.6,0.7322251957191018,0.7469698519824656,28058012.4,0.7636764748168688,0.7968897172329931,34172303.5,0.6270354001742959,0.6799096293706778,0.6492442013338879,-8356625.160000012,14652322.946000015,0.2841871136376617,0.054251954343985664,55.332422804980915,81.3505871472785,72.24911955618614,59.75551220266238,0.13821150073209276,-0.22581996997784515,-0.12829387559495187,0.05396134479446313,4.393988237533103,0.22758367652927283,0.9,2.3137999049186226,0.03673864567404313,2.5257449946061485,0.04010392178795029,4.393988237533103,0.06976799359853006,3.2064217243384685,0.5748183318478757,0.01583922045616948,0.04446176536186974,0.07331538207278454,0.1368367848343235,0.20941337603076082,0.07331538225570067,0.07331538225570067,64.93202379075828,-0.0061543317017272725,0.008891711653081695,0.017307081610462457,0.0323912353076546,0.5343137228710096,0.0714615039391246,0.0024098804975230537,0.023717678612730872,-0.000600631883271576,-0.008891711654493428,-0.9135637283325195,-0.8382569551467896,0.24110084772109985,0.4279887080192566,0.49479514360427856,0.239332377910614,0.027221277356147766,-0.08021101355552673,-1.920566201210022,0.09133793413639069,0.21513088047504425,0.4171489477157593,0.8755605220794678,0.3492431044578552,0.3540772795677185,0.7354444861412048,1.897088646888733,1.8189671039581299,0.1400292068719864,0.8635623455047607,-0.78611159324646,0.6630357503890991,0.880086362361908,1.912294626235962,1.9700103998184204,3.3745346069335938,-1.9651153087615967,0.7828031182289124,0.17487701773643494,0.3469792306423187,0.12473323196172714,0.25706684589385986,,观望,2024-05,
2024-05-23,64.65,65.12,60.06,61.81,33839745.0,2954224332.0,626402226.0,0.054022389441508785,-0.018577326135280958,-0.03164656117812936,-0.03452046235551376,0.05172707163518808,0.03343922420999834,62.605999999999995,60.499,59.45399999999999,55.82366666666667,52.39383333333333,0.051727071456231455,0.033439224037211224,0.3352775974648352,0.5971022454076954,29173725.6,1.1599390994477574,1.1603717759447891,29008394.6,1.1665500785762197,1.1987002800927393,33702163.65,1.0040822705458554,1.058183761927026,1.0259006776778858,-96104875.80000012,2632578.989,0.20156239268789997,-0.013046175437614105,55.40253113296509,82.83704436436086,72.72777267529915,60.06878311365256,0.11565299880716817,-0.2538362459176219,-0.15011834232903987,0.02898705111193922,3.333552554194896,0.29998027052005266,0.95,1.515067655255516,0.02451169155493284,2.561650726473983,0.041443952856488324,3.333552554194896,0.053932252930845706,3.3388201726000064,0.7684446779055548,-0.012714436473706181,0.02166977949690585,0.03962727469310279,0.10723647656479574,0.1797189870602356,0.039627274867965356,0.039627274867965356,61.19835059308178,-0.04392884763434981,0.007603947580067293,0.02831257077684637,0.08186377607476726,0.34584980168804375,0.0600002528895897,0.0013858536245557331,0.0949569946975584,-0.0022723106405719167,-0.004691797443779344,-0.9965702295303345,-0.8606373071670532,0.2518868148326874,0.47613686323165894,0.5457108020782471,-0.2786475121974945,0.10970636457204819,-0.08586052060127258,-1.9208462238311768,0.12525683641433716,0.33417004346847534,0.30052095651626587,0.3764696717262268,0.2301158457994461,0.22702734172344208,-0.2915137708187103,1.8634216785430908,1.7949039936065674,-0.016240296885371208,0.8301125168800354,-0.7282009720802307,0.5123618245124817,0.8320060968399048,1.9102814197540283,1.9363843202590942,3.4789724349975586,-1.896817684173584,0.8480702042579651,0.2108946442604065,0.530177116394043,0.42183738946914673,0.34971848130226135,,观望,2024-05,
2024-05-24,62.26,66.18,60.25,60.6,45010558.0,3998607950.0,626402226.0,0.07185568015526177,-0.019576120368872352,-0.037789774531597264,-0.050603164656117805,0.003477396920019915,0.01746138347884485,62.648,60.60300000000001,60.03150000000001,56.245,52.69383333333334,0.003477396753853723,0.017461383308015277,0.23547400586432743,0.4923182498941886,32410667.6,1.3887575089628819,1.3961149316751764,31068522.8,1.4487511456450701,1.501935842238584,33749276.4,1.3336747569497518,1.4082009276067875,1.336158624173007,-74717526.27999985,-6279320.922999995,-0.013351395370695913,0.5614651822211785,55.49977723681818,84.13558781070637,73.28184281728178,60.466147801813584,0.09189627449168136,-0.27973403910433525,-0.17305573017455655,0.002213671666750461,2.2657501952706123,0.44135491974083874,1.0,1.4392949662947652,0.023750742014146165,2.540315159800325,0.04191939206899556,2.2657501952706123,0.03738861707750373,3.5239044459857207,1.1211805934701085,-0.03269058884039544,-4.9502664876577285e-05,0.009470028067019687,0.07742910461775643,0.1500396944961857,0.009470028235176509,0.009470028235176509,57.51500302254981,-0.026662383548560438,0.0646864686361905,0.005775577556802733,0.09785478546240031,0.05902192232879963,0.004829261084322055,0.000731970572955707,0.13589656809886028,-9.271568600176698e-05,0.29537953795379535,-1.0814096927642822,-0.925341010093689,-0.8211572766304016,-0.31030330061912537,-0.1512458324432373,-0.3752553462982178,-0.8172532916069031,-0.4429943561553955,-2.025845527648926,-0.058643851429224014,-0.31097543239593506,0.37297022342681885,-0.09120120853185654,0.10655221343040466,0.09732961654663086,-0.34751009941101074,1.9892315864562988,1.8792587518692017,-0.010570036247372627,0.4349132776260376,-0.901338517665863,0.5954491496086121,0.4333672821521759,2.0075814723968506,2.0531229972839355,3.4049086570739746,-2.0654022693634033,0.31600579619407654,0.09869466722011566,-0.8758010268211365,-0.8587448596954346,0.2577063739299774,,观望,2024-05,
2024-05-27,62.44,64.51,61.89,63.11,32446168.0,2879189623.0,626402226.0,0.0517976575645183,0.04141914191419138,0.02103219543763135,0.0020641473483646866,-0.014214308028741018,0.06407013994267396,62.465999999999994,60.983000000000004,60.36749999999999,56.79833333333333,53.026666666666664,-0.014214308182721735,0.0640701397632657,0.11917006541600106,0.47186602648571974,31131705.2,1.0422226406024169,1.0444005174197617,31583529.9,1.0273129096947453,1.0586708778622151,31958166.95,1.0152699950145292,1.0568073199544792,0.9552053670405357,21738932.560000055,-338566.2810000017,-0.00947349615751726,-0.16464085097749848,55.56931906666602,85.24964800273065,73.71787281834497,60.77809520070408,0.135698638385104,-0.2597036881843957,-0.14389824899702153,0.03836752026524359,2.1944616292169883,0.45569263190985315,1.0,1.270011810969271,0.020123780870987693,2.608703594593431,0.04133581990461215,2.1944616292169883,0.03477201123228123,3.5514826998438838,1.1887670068929752,0.010309608265246739,0.0348785725472871,0.04543007395611398,0.11112415250838503,0.19015589617988016,0.04543007412929145,0.04543007412929145,62.55029256293938,0.010730301087327013,0.022183489142420708,0.00871494216309377,0.04151481539510151,0.46564885318454513,-0.0148144736480506,0.002648391758517681,0.04326768052520456,-0.0001525238065486603,0.29678339407383936,-1.053110122680664,-0.9125747084617615,-1.3660975694656372,-0.785013735294342,-0.5393359065055847,-0.8033546209335327,-1.2508924007415771,-0.2157740592956543,-1.9759068489074707,0.003688748925924301,-0.6657103896141052,0.41804587841033936,-0.2406686395406723,0.058457136154174805,0.04818011820316315,-0.4195263981819153,1.899095058441162,1.822448492050171,-0.03731676936149597,0.24459463357925415,-0.8643543124198914,0.40578484535217285,0.24651262164115906,1.974407434463501,2.0141115188598633,3.2209529876708984,-2.0254151821136475,-0.015373576432466507,0.00954420119524002,-1.5335828065872192,-1.4280288219451904,0.15232577919960022,,观望,2024-05,
2024-05-28,62.53,65.27,61.81,62.85,32599993.0,2907695558.0,626402226.0,0.05204322661522598,-0.004119790841388027,0.03712871287128716,0.01682575635010508,-0.015353282155726067,0.10379346680716561,62.27,61.574,60.69799999999999,57.32833333333333,53.3195,-0.015353282309986893,0.10379346661331357,0.1175320054911928,0.4231346931359157,33064741.6,0.9859442845305644,0.9937562078017944,31053700.2,1.0497941562532374,1.0749454297436816,32002030.5,1.0186851424943173,1.0595920848407923,0.9524677193427862,10431997.76000001,11012968.374999994,0.14627308785892068,0.42141973613822237,55.639854091340005,85.7497164750218,74.20555227498282,61.081089862484966,0.12958599598093135,-0.2670529701598757,-0.15302833719103193,0.02896002906132611,2.0318454147582496,0.4921634233662143,1.0,1.0661378897691625,0.01696321224502037,2.233458702948864,0.03553633576123311,2.0318454147582496,0.03232848710318162,3.544948221283606,1.0992266811903777,0.009314276375571806,0.020723032282989218,0.03545421578380625,0.0963165390418379,0.1787432363059025,0.03545421595439735,0.03545421595439735,61.73408951167067,0.005117543578263631,0.038504375491089114,0.011455847253547181,0.0550517104128795,0.30057803381335857,-0.015137480790223218,0.0036884394793930495,0.0542779192352103,-7.857109129074203e-05,0.29912490055688146,-0.8599581122398376,-0.8445218205451965,-0.5196778178215027,-0.22156651318073273,-0.0943199023604393,0.0005090534687042236,-0.5468699932098389,0.22998611629009247,-1.9705049991607666,1.0374493598937988,-0.2088155299425125,0.3495250940322876,0.17436490952968597,0.172577366232872,0.18026794493198395,0.20665904879570007,1.8549432754516602,1.8423359394073486,0.08576612174510956,0.21339623630046844,-0.7302917242050171,0.39919984340667725,0.22789451479911804,1.9705193042755127,1.9971903562545776,3.4355318546295166,-1.9184991121292114,0.36727458238601685,-0.1649632751941681,-0.5707966685295105,-0.5993241667747498,0.2772948145866394,,观望,2024-05,
2024-05-29,64.36,64.65,61.88,62.42,23238675.0,2061956249.0,626402226.0,0.0370986469004023,-0.006841686555290383,-0.010933291079068264,0.030033003300329986,-0.008891711654493428,0.08783548274660169,62.158,62.077999999999996,60.842499999999994,57.763000000000005,53.67366666666667,-0.008891711811862213,0.08783548255701712,0.04854695094094619,0.43777440652425464,33427027.8,0.6952061409420311,0.696528071460031,31345108.2,0.7413812340899812,0.7510723877728813,30441265.35,0.7633938580677294,0.7878236362869586,0.6941766731055786,-45083029.49999995,5549409.459999988,0.21068423963696098,0.08453868355631755,55.689261831277655,85.97807929163497,74.65091066777019,61.40290835731169,0.1208624059179404,-0.27400099520398324,-0.16384141276190445,0.01656422586320705,2.0471157502049784,0.48849216025764447,1.0,1.000284959399791,0.016025071439274913,1.6826222920721177,0.026956460938842568,2.0471157502049784,0.03279583066127876,3.4895947769062055,0.821947798351978,0.004215064673217528,0.0055091979436341365,0.025927599782072264,0.08062254365586563,0.162953900206255,0.025927599950692493,0.025927599950692493,60.33193487258956,-0.030142945924465016,0.004645946811175052,0.008651073372532656,0.04437680229984356,0.1949458476716751,-0.006181572545689659,0.0023677337545926196,0.030851025474221694,0.0002680223883208895,0.28724767702659393,-1.0270003080368042,-0.9533794522285461,-0.5539777874946594,-0.17114520072937012,0.021022502332925797,-0.5910587906837463,-0.5745946168899536,0.14173030853271484,-1.9979722499847412,0.3863462805747986,-0.18405333161354065,0.4228660464286804,0.28896528482437134,0.25889331102371216,0.2501705288887024,0.353435754776001,1.8415441513061523,1.8371168375015259,-0.0769214853644371,0.34240835905075073,-0.7276802062988281,0.26791757345199585,0.34938672184944153,1.989321231842041,2.039639949798584,3.576328754425049,-1.9794182777404785,0.4583492875099182,0.22188100218772888,-0.43141645193099976,-0.4757794141769409,0.2270784080028534,,观望,2024-05,
2024-05-30,61.82,62.72,60.53,61.52,19425253.0,1687360522.0,626402226.0,0.031010830092420522,-0.014418455623197657,-0.021161495624502757,-0.025194105530026878,-0.004691797443779344,0.04679258124893648,62.1,62.352999999999994,60.817499999999995,58.13633333333333,53.98800000000001,-0.004691797604806425,0.04679258107081963,-0.008061915671063846,0.5225692819462476,30544129.4,0.6359733730043716,0.6233410495668149,29858927.5,0.6505676736044854,0.642450216210961,29418505.0,0.660307279380784,0.6672448214162165,0.5890048064561628,-5827575.8999999445,8018200.209999971,0.2722553321134502,-0.4259633753150326,55.72812363817534,85.96112158146717,75.00238870619475,61.607820349813544,0.10393094157322502,-0.2843276254638418,-0.17975945751553357,-0.0014254740601905569,2.0349961205188487,0.4914014257830736,1.0,1.0333682789796865,0.01679727371280419,1.251364144532866,0.020340769576226565,2.0349961205188487,0.03307861053621688,3.396766578555762,0.6149221247972666,-0.00933977471669245,-0.013359421517270986,0.011550951451218872,0.05820227148973922,0.13951248404469263,0.011550951617544492,0.011550951617544492,57.39365290353275,-0.0048527984463194625,0.01462938881426698,0.016092327695693735,0.035598179448049674,0.4520547924563722,-0.0029838582457736382,0.0009517971094384429,0.02263949425639105,2.2768348127049994e-05,0.3023407022106632,-1.0214968919754028,-0.9130127429962158,0.3472311496734619,0.4935610294342041,0.612392008304596,-0.03521166741847992,0.25642216205596924,-0.27698272466659546,-2.0121569633483887,0.139059916138649,0.443341463804245,0.1575656533241272,0.2312336415052414,0.06747599691152573,0.06921815872192383,-0.22579850256443024,1.8238401412963867,1.8398603200912476,-0.1288730353116989,0.23688684403896332,-0.7551617622375488,0.021194424480199814,0.24104222655296326,1.9939355850219727,2.045248031616211,3.516519546508789,-1.9242719411849976,0.9203409552574158,0.07679925113916397,0.6268462538719177,0.5562325716018677,0.21342825889587402,,观望,2024-05,
